no,Wamei,Family_JPN,新リスト学名,Species,APG.family,Class,group,Growthform,EveDec,ALT,Canopy openess,total LA,no of leaves (leaflet),LA mean (leaf let),Scanned leaf DW,Lamina DW,petiole DW,Lamina thickness,Whole leaf LMA,LDMC,LD LMA,TD
,,,,,,,,,,,,,,,,,,,,,,
648,アデク,フトモモ,Syzygium buxifolium Hook. et Arn.,Syzygium_buxifolium,Myrtaceae,sp,angiosperm,W,E,939,30,31.052,35,0.8872,0.28948,,,0.331,93.22426897,0.43993921,,
,,,,,,,,,,,,,,,,,,,,,,
649,コツクバネウツギ,スイカズラ,Abelia serrata Siebold et Zucc.,Abelia_serrata,Caprifoliaceae,sp,angiosperm,W,D,939,100,61.273,17,3.604294118,0.51249,,,0.249,83.6404289,0.410320256,,
,,,,,,,,,,,,,,,,,,,,,,
650,ミヤマシキミ,ミカン,Skimmia japonica Thunb.,Skimmia_japonica,Rutaceae,sp,angiosperm,W,E,918,10,85.307,6,14.21783333,1.03133,,,0.4445,120.8962922,0.317919236,98.35775483,0.221277289
,,,,,,,,,,,,,,,,,,,,,,
651,アデク,フトモモ,Syzygium buxifolium Hook. et Arn.,Syzygium_buxifolium,Myrtaceae,sp,angiosperm,W,E,915,30,30.058,30,1.001933333,0.31906,,,0.3155,106.1481136,0.481236802,,
,,,,,,,,,,,,,,,,,,,,,,
652,アクシバモドキ,ツツジ,Vaccinium yakushimense Makino,Vaccinium_yakushimense,Ericaceae,sp,angiosperm,W,D,915,80,28.547,13,2.195923077,0.23864,,,0.2,83.59547413,0.443568773,,
,,,,,,,,,,,,,,,,,,,,,,
653,イヌマキ,ナギ,Podocarpus macrophyllus (Thunb.) Sweet,Podocarpus_macrophyllus,Podocarpaceae,sp,gymnosperm,W,E,915,100,33.166,12,2.763833333,0.57743,,,0.68,174.102997,0.399329184,,
,,,,,,,,,,,,,,,,,,,,,,
654,コツクバネウツギ,スイカズラ,Abelia serrata Siebold et Zucc.,Abelia_serrata,Caprifoliaceae,sp,angiosperm,W,D,915,20,71.548,6,11.92466667,0.38122,,,0.1845,53.28171298,0.330060606,53.74344118,0.291292364
,,,,,,,,,,,,,,,,,,,,,,
655,ヒカゲツツジ,ツツジ,Rhododendron keiskei Miq.,Rhododendron_keiskei,Ericaceae,sp,angiosperm,W,E,907,10,42.848,7,6.121142857,0.28426,,,2.2575,66.34148618,0.346236297,,
,,,,,,,,,,,,,,,,,,,,,,
656,ツクシイヌツゲ,モチノキ,Ilex crenata Thunb.  var. fukasawana Makino,Ilex_crenata_var_fukasawana,Aquifoliaceae,var,angiosperm,W,E,907,30,39.414,14,2.815285714,0.42683,,,0.3105,108.2940072,0.451671958,,
,,,,,,,,,,,,,,,,,,,,,,
657,ケハダルリミノキ,アカネ,Lasianthus fordii Hance  var. pubescens (Matsum.) T.Yamaz.,Lasianthus_fordii_f_pubescens,Rubiaceae,f,angiosperm,W,E,790,10,125.298,4,31.3245,0.6579,,,0.41,52.50682373,0.314784689,49.05791966,0.119653463
,,,,,,,,,,,,,,,,,,,,,,
658,イズセンリョウ,ヤブコウジ,Maesa japonica (Thunb.) Moritzi ex Zoll.,Maesa_japonica,Primulaceae,sp,angiosperm,W,E,673,5,90.742,4,22.6855,0.64101,,,0.3045,70.64093804,0.307144226,53.23414537,0.17482478
,,,,,,,,,,,,,,,,,,,,,,
659,センリョウ,センリョウ,Sarcandra glabra (Thunb.) Nakai,Sarcandra_glabra,Chloranthaceae,sp,angiosperm,W,E,611,10,96.506,6,16.08433333,0.46117,,,0.244,47.78666611,0.237961816,,
,,,,,,,,,,,,,,,,,,,,,,
660,リュウキュウルリミノキ,アカネ,Lasianthus fordii Hance,Lasianthus_fordii,Rubiaceae,sp,angiosperm,W,E,420,5,89.803,4,22.45075,0.48299,,,0.305,53.78328118,0.389508065,41.62220072,0.136466232
,,,,,,,,,,,,,,,,,,,,,,
661,ミサオノキ,アカネ,Randia cochinchinensis (Lour.) Merr.,Randia_cochinchinensis,Rubiaceae,sp,angiosperm,W,E,376,20,117.104,5,23.4208,0.972,,,0.217,83.00314251,0.448339483,,
,,,,,,,,,,,,,,,,,,,,,,
662,ヤクシマキイチゴ,バラ,Rubus palmatus Thunb.  var. yakumontanus (Masam.) Hatus. ex H.Ohba,Rubus_palmatus_var_yakumontanus,Rosaceae,var,angiosperm,W,D,312,50,117.907,5,23.5814,0.84354,,,0.2925,71.54282613,0.419880538,72.58738645,0.248162005
,,,,,,,,,,,,,,,,,,,,,,
663,ハシカンボク,ノボタン,Bredia hirsuta Blume,Bredia_hirsuta,Melastomataceae,sp,angiosperm,W,E,312,20,69.694,6,11.61566667,0.27645,,,0.3035,39.66625534,0.242075306,,
,,,,,,,,,,,,,,,,,,,,,,
664,トサムラサキ,クマツヅラ,Callicarpa shikokiana Makino,Callicarpa_shikokiana,Verbenaceae,sp,angiosperm,W,D,262,80,63.956,8,7.9945,0.33134,,,0.385,51.80749265,0.355896885,59.43482195,0.154376161
,,,,,,,,,,,,,,,,,,,,,,
665,ホウロクイチゴ,バラ,Rubus sieboldii Blume,Rubus_sieboldii,Rosaceae,sp,angiosperm,W,E,262,70,151.306,1,151.306,1.55838,,,0.6145,102.9952546,0.377606009,84.78502128,0.137973997
,,,,,,,,,,,,,,,,,,,,,,
666,フウトウカズラ,コショウ,Piper kadsura (Choisy) Ohwi,Piper_kadzura,Piperaceae,sp,angiosperm,W,E,246,10,82.605,4,20.65125,0.40964,,,0.3975,49.59021851,0.172843882,34.50479166,0.086804507
,,,,,,,,,,,,,,,,,,,,,,
667,シマサルナシ,マタタビ,Actinidia rufa (Siebold et Zucc.) Planch. ex Miq.,Actinidia_rufa,Actinidiaceae,sp,angiosperm,W,D,246,20,137.975,3,45.99166667,0.61918,,,0.243,44.8762457,0.237324645,44.81803197,0.184436346
,,,,,,,,,,,,,,,,,,,,,,
668,ハスノハカズラ,ツヅラフジ,Stephania japonica (Thunb.) Miers,Stephania_japonica,Menispermaceae,sp,angiosperm,W,E,246,20,134.186,2,67.093,0.79713,,,0.2735,59.40485595,0.247709758,45.81115882,0.167499667
,,,,,,,,,,,,,,,,,,,,,,
669,センリョウ,センリョウ,Sarcandra glabra (Thunb.) Nakai,Sarcandra_glabra,Chloranthaceae,sp,angiosperm,W,E,259,10,168.412,6,28.06866667,1.18273,,,0.296,70.22836852,0.330463817,53.15775099,0.179586997
,,,,,,,,,,,,,,,,,,,,,,
670,リュウキュウイチゴ,バラ,Rubus grayanus Maxim.,Rubus_grayanus,Rosaceae,sp,angiosperm,W,D,259,10,115.42,4,28.855,0.47626,,,0.36,41.26321261,0.302579416,40.39989075,0.112221919
,,,,,,,,,,,,,,,,,,,,,,
671,カギカズラ,アカネ,Uncaria rhynchophylla (Miq.) Miq.,Uncaria_rynchophylla,Rubiaceae,sp,angiosperm,W,E,333,70,105.591,6,17.5985,0.79119,,,0.2195,74.92968151,0.400805471,72.75290759,0.331448326
,,,,,,,,,,,,,,,,,,,,,,
672,ヤマハンショウヅル,キンポウゲ,Clematis crassifolia Benth.,Clematis_crassifolia,Ranunculaceae,sp,angiosperm,H,,375,10,84.729,3,28.243,1.35497,,,0.626,159.9180918,0.269270668,107.7033331,0.172050053
,,,,,,,,,,,,,,,,,,,,,,
673,クロマツ,マツ,Pinus thunbergii Parl.,Pinus_thunbergii,Pinaceae,sp,gymnosperm,W,E,375,100,45.342,24,1.88925,0.9418,,,1.8265,207.7102907,0.396881584,,
,,,,,,,,,,,,,,,,,,,,,,
674,ノブドウ,ブドウ,Ampelopsis glandulosa (Wall.) Momiy.  var. heterophylla (Thunb.) Momiy.,Ampelopsis_glandulosa_var_heterophylla,Vitaceae,var,angiosperm,W,D,375,20,239.103,2,119.5515,0.83456,,,0.202,34.90378623,0.256157152,38.61735539,0.191175027
,,,,,,,,,,,,,,,,,,,,,,
675,サンゴジュ,スイカズラ,Viburnum odoratissimum Ker Gawl.  var. awabuki (K.Koch) Zabel,Viburnum_odoratissimum_var_awabuki,Caprifoliaceae,var,angiosperm,W,E,446,10,171.767,3,57.25566667,1.26658,,,0.283,73.73826171,0.269887066,63.80203359,0.225448882
,,,,,,,,,,,,,,,,,,,,,,
676,アマヅル,ブドウ,Vitis saccharifera Makino,Vitis_saccharifera,Vitaceae,sp,NA,NA,NA,446,30,196.494,4,49.1235,0.93003,,,0.2575,47.33121622,0.279960867,38.99932726,0.151453698
,,,,,,,,,,,,,,,,,,,,,,
677,ウラジロフジウツギ,フジウツギ,Buddleja curviflora Hook. et Arn.  f. venenifera (Makino) T.Yamaz.,Buddleja_curviflora,Scrophulariaceae,sp,angiosperm,W,D,476,80,120.683,4,30.17075,0.84949,,,0.196,70.3901958,0.380766472,68.11831564,0.347542427
,,,,,,,,,,,,,,,,,,,,,,
678,イタビカズラ,クワ,Ficus nipponica Franch. et Sav.,Ficus_nipponica,Moraceae,sp,angiosperm,W,E,476,30,56.395,8,7.049375,0.86766,,,0.402,153.8540651,0.456663158,158.7857036,0.394989312
,,,,,,,,,,,,,,,,,,,,,,
679,ウラジロマタタビ,マタタビ,Actinidia arguta (Siebold et Zucc.) Planch. ex Miq.  var. hypoleuca (Nakai) Kitam.,Actinidia_arguta,Actinidiaceae,sp,angiosperm,W,D,212,10,140.868,3,46.956,1.00835,,,0.194,71.58119658,0.364815485,41.15110209,0.212119083
,,,,,,,,,,,,,,,,,,,,,,
680,ギョボク,フウチョウソウ,Crateva formosensis (Jacobs) B.S.Sun,Crateva_formosensis,Brassicaceae,sp,angiosperm,W,D,212,100,202.774,3,67.59133333,2.05814,,,0.3395,101.499206,0.261284753,88.82119064,0.261623536
,,,,,,,,,,,,,,,,,,,,,,
681,オガタマノキ,モクレン,Michelia compressa (Maxim.) Sarg.,Michelia_compressa,Magnoliaceae,sp,angiosperm,W,E,186,30,131.884,4,32.971,1.18771,,,0.35,90.05717145,0.282855442,63.66197724,0.181891364
,,,,,,,,,,,,,,,,,,,,,,
682,ナギ,ナギ,Nageia nagi (Thunb.) Kuntze,Nageia_nagi,Podocarpaceae,sp,gymnosperm,W,E,186,50,58.963,6,9.827166667,0.89717,,,0.4405,152.1581331,0.377596801,134.4158987,0.305143924
,,,,,,,,,,,,,,,,,,,,,,
683,イイギリ,イイギリ,Idesia polycarpa Maxim.,Idesia_polycarpa,Salicaceae,sp,angiosperm,W,D,114,100,151.272,1,151.272,1.69702,,,0.3255,112.1833518,0.413907317,94.06693757,0.288992128
,,,,,,,,,,,,,,,,,,,,,,
684,ホルトノキ,ホルトノキ,Elaeocarpus sylvestris (Lour.) Poir.  var. ellipticus (Thunb.) H.Hara,Elaeocarpus_sylvestris_var_ellipticus,Elaeocarpaceae,var,angiosperm,W,E,110,50,112.723,6,18.78716667,0.99312,,,0.2775,88.10269422,0.3906845,73.8351612,0.266072653
,,,,,,,,,,,,,,,,,,,,,,
685,サクララン,ガガイモ,Hoya carnosa (L.f.) R.Br.,Hoya_carnosa,Apocynaceae,sp,angiosperm,W,E,110,10,98.363,2,49.1815,1.23907,,,1.294,125.9691144,0.0896837,150.2422663,0.116106852
,,,,,,,,,,,,,,,,,,,,,,
687,アオツヅラフジ,ツヅラフジ,Cocculus orbiculatus (L.) DC.,Cocculus_orbiculatus,Menispermaceae,sp,angiosperm,W,D,43,50,135.708,2,67.854,1.16761,,,0.3005,86.03840599,0.344936484,62.9234983,0.209396001
,,,,,,,,,,,,,,,,,,,,,,
688,ナワシログミ,グミ,Elaeagnus pungens Thunb.,Elaeagnus_pungens,Elaeagnaceae,sp,angiosperm,W,E,19,30,91.725,6,15.2875,1.34999,,,0.394,147.1779777,0.457468655,119.9264327,0.304381809
,,,,,,,,,,,,,,,,,,,,,,
689,ナワシログミ,グミ,Elaeagnus pungens Thunb.,Elaeagnus_pungens,Elaeagnaceae,sp,angiosperm,W,E,19,50,87.428,7,12.48971429,1.2972,,,0.455,148.3735188,0.441675179,119.098827,0.261755664
,,,,,,,,,,,,,,,,,,,,,,
690,イヌザンショウ,ミカン,Zanthoxylum schinifolium Siebold et Zucc.,Zanthoxylum_schinifolium,Rutaceae,sp,NA,NA,NA,18,70,22.202,16,1.387625,0.21599,,,0.278,97.28402847,0.371755594,,
,,,,,,,,,,,,,,,,,,,,,,
691,ヒメバライチゴ,バラ,Rubus minusculus H.Lev. et Vaniot,Rubus_minusculus,Rosaceae,sp,angiosperm,W,D,18,50,13.641,23,0.593086957,0.08335,,,0.2015,61.10255846,0.511349693,,
,,,,,,,,,,,,,,,,,,,,,,
692,ナワシロイチゴ,バラ,Rubus parvifolius L.,Rubus_parvifolius,Rosaceae,sp,angiosperm,W,D,18,50,43.859,12,3.654916667,0.21661,,,0.2975,49.38781094,0.395996344,,
,,,,,,,,,,,,,,,,,,,,,,
693,オオバライチゴ,バラ,Rubus croceacanthus H.Lev.,Rubus_croceacanthus,Rosaceae,sp,angiosperm,W,D,18,50,46.193,8,5.774125,0.1739,,,0.2145,37.64639664,0.337669903,,
,,,,,,,,,,,,,,,,,,,,,,
694,エビヅル,ブドウ,Vitis ficifolia Bunge,Vitis_ficifolia,Vitaceae,sp,angiosperm,W,D,74,100,199.425,3,66.475,1.48033,,,0.317,74.22991099,0.353047937,56.27718788,0.177530561
,,,,,,,,,,,,,,,,,,,,,,
695,マサキ,ニシキギ,Euonymus japonicus Thunb.,Euonymus_japonicus,Celastraceae,sp,angiosperm,W,E,167,50,65.717,4,16.42925,0.74631,,,0.303,113.5642223,0.406044614,114.3751083,0.377475605
,,,,,,,,,,,,,,,,,,,,,,
696,トベラ,トベラ,Pittosporum tobira (Thunb.) Aiton,Pittosporum_tobira,Pittosporaceae,sp,angiosperm,W,E,167,100,60.641,6,10.10683333,1.06551,,,0.4085,175.7078544,0.438481481,159.7151685,0.390979605
,,,,,,,,,,,,,,,,,,,,,,
697,カキノキ,カキノキ,Diospyros kaki Thunb.,Diospyros_kaki,Ebenaceae,sp,angiosperm,W,D,22,100,82.931,3,27.64366667,1.14123,,,0.3205,137.6119907,0.419724163,137.2424905,0.428213699
,,,,,,,,,,,,,,,,,,,,,,
698,オオバグミ,グミ,Elaeagnus macrophylla Thunb.,Elaeagnus_macrophylla,Elaeagnaceae,sp,angiosperm,W,E,22,30,99.051,5,19.8102,0.88496,,,0.355,89.34387336,0.357848767,80.79978151,0.227605018
,,,,,,,,,,,,,,,,,,,,,,
699,ガジュマル,クワ,Ficus microcarpa L.f.,Ficus_microcarpa,Moraceae,sp,angiosperm,W,E,22,100,72.643,6,12.10716667,0.74591,,,0.3035,102.6816073,0.308609847,92.53905011,0.304906261
,,,,,,,,,,,,,,,,,,,,,,
700,テリハツルウメモドキ,ニシキギ,Celastrus punctatus Thunb.,Celastrus_punctatus,Celastraceae,sp,angiosperm,W,E,22,30,59.545,8,7.443125,0.40416,,,0.3535,67.8747166,0.267655629,84.83595087,0.239988546
,,,,,,,,,,,,,,,,,,,,,,
701,トサムラサキ,クマツヅラ,Callicarpa shikokiana Makino,Callicarpa_shikokiana,Verbenaceae,sp,angiosperm,W,D,832,80,65.349,7,9.335571429,0.3557,,,0.2,54.43082526,0.431674757,65.78828728,0.328941436
,,,,,,,,,,,,,,,,,,,,,,
702,ノリウツギ,ユキノシタ,Hydrangea paniculata Siebold,Hydrangea_paniculata,Hydrangeaceae,sp,angiosperm,W,D,756,20,153.132,2,76.566,0.80006,,,0.2545,52.24642792,0.345002156,54.92755396,0.215825359
,,,,,,,,,,,,,,,,,,,,,,
703,キジョラン,ガガイモ,Marsdenia tomentosa C.Morren et Decne.,Marsdenia_tomentosa,Apocynaceae,sp,angiosperm,H,E,656,20,182.697,3,60.899,0.94611,,,0.4185,51.78574361,0.191520243,35.29420018,0.084335006
,,,,,,,,,,,,,,,,,,,,,,
704,オオバライチゴ,バラ,Rubus croceacanthus H.Lev.,Rubus_croceacanthus,Rosaceae,sp,angiosperm,W,D,142,40,49.042,8,6.13025,0.1779,,,0.169,36.27502957,0.37690678,46.85521525,0.277249794
,,,,,,,,,,,,,,,,,,,,,,
705,エビヅル,ブドウ,Vitis ficifolia Bunge,Vitis_ficifolia,Vitaceae,sp,angiosperm,W,D,107,80,139.691,3,46.56366667,1.21946,,,0.342,87.29696258,0.410730886,74.3826542,0.217493141
,,,,,,,,,,,,,,,,,,,,,,
706,オオカメノキ,スイカズラ,Viburnum furcatum Blume ex Maxim.,Viburnum_furcatum,Caprifoliaceae,sp,angiosperm,W,D,1574,70,189.622,3,63.20733333,1.35926,,,0.3105,71.68261067,0.29834504,69.70986507,0.224508422
,,,,,,,,,,,,,,,,,,,,,,
707,コハウチワカエデ,カエデ,Acer sieboldianum Miq.,Acer_sieboldianum,Sapindaceae,sp,angiosperm,W,D,1585,100,118.223,3,39.40766667,1.01484,,,0.2425,85.84116458,0.415067485,83.83009163,0.345691099
,,,,,,,,,,,,,,,,,,,,,,
708,マルバヤマシグレ,スイカズラ,Viburnum urceolatum Siebold et Zucc.,Viburnum urceolatum f. brevifolium,Caprifoliaceae,f,angiosperm,W,D,1590,50,93.721,8,11.715125,0.50241,,,0.4025,53.60698243,0.31244403,57.21938514,0.142159963
,,,,,,,,,,,,,,,,,,,,,,
709,マルバヤマシグレ,スイカズラ,Viburnum urceolatum Siebold et Zucc.,Viburnum urceolatum f. brevifolium,Caprifoliaceae,f,angiosperm,W,D,1590,30,63.625,6,10.60416667,0.36138,,,0.306,56.79842829,0.302157191,54.02355388,0.176547562
,,,,,,,,,,,,,,,,,,,,,,
710,シャクナンガンピ,ジンチョウゲ,Daphnimorpha kudoi (Makino) Nakai,Daphnimorpha_kudoi,Thymelaeaceae,sp,angiosperm,W,E,1590,30,48.651,4,12.16275,0.21631,,,0.282,44.46157325,0.182232519,44.89442635,0.159200093
,,,,,,,,,,,,,,,,,,,,,,
711,コバノクロヅル,ニシキギ,Tripterygium doianum Ohwi,Tripterygium_doianum,Celastraceae,sp,angiosperm,W,D,1612,80,143.297,6,23.88283333,0.91083,,,0.3455,63.5623914,0.279310028,60.16056849,0.174126103
,,,,,,,,,,,,,,,,,,,,,,
712,コバノクロヅル,ニシキギ,Tripterygium doianum Ohwi,Tripterygium_doianum,Celastraceae,sp,angiosperm,W,D,1612,70,125.621,6,20.93683333,0.79234,,,0.3355,63.07384912,0.285836941,61.54839959,0.183452756
,,,,,,,,,,,,,,,,,,,,,,
713,コバノフユイチゴ,バラ,Rubus pectinellus Maxim.,Rubus_pectinellus,Rosaceae,sp,angiosperm,W,E,1612,10,27.541,5,5.5082,0.08213,,,0.238,29.82099415,0.245164179,,
,,,,,,,,,,,,,,,,,,,,,,
714,ヤクシマホツツジ,ツツジ,Tripetalelia paniculata Sieb. et Zucc. f. paniculata T,Tripetaleia_paniculata,Ericaceae,sp,angiosperm,W,D,1615,80,32.128,8,4.016,0.20145,,,0.221,62.70231574,0.311842105,70.16823131,0.317503309
,,,,,,,,,,,,,,,,,,,,,,
715,ヤシャブシ,カバノキ,Alnus firma Siebold et Zucc.,Alnus_firma,Betulaceae,sp,angiosperm,W,D,1615,100,82.21,6,13.70166667,0.72332,,,0.385,87.98443012,0.369229199,103.2851919,0.268273226
,,,,,,,,,,,,,,,,,,,,,,
716,ヤクシマイバラ,NA,Rosa yakualpina Nakai et Momiy.,Rosa_onoei,Rosaceae,NA,angiosperm,W,D,1615,50,24.291,42,0.578357143,0.1127,,,0.2605,46.39578445,0.33641791,,
,,,,,,,,,,,,,,,,,,,,,,
717,ヤマボウシ,ミズキ,Cornus kousa Buerger ex Hance,Cornus_kousa,Cornaceae,sp,angiosperm,W,D,1621,100,98.858,6,16.47633333,0.56854,,,0.333,57.51077303,0.314284135,48.26851114,0.144950484
,,,,,,,,,,,,,,,,,,,,,,
718,コハウチワカエデ,カエデ,Acer sieboldianum Miq.,Acer_sieboldianum,Sapindaceae,sp,angiosperm,W,D,1621,100,120.472,4,30.118,0.82831,,,0.191,68.75539544,0.388695448,79.78118987,0.417702565
,,,,,,,,,,,,,,,,,,,,,,
719,ヤクシマイバラ,NA,Rosa yakualpina Nakai et Momiy.,Rosa_onoei,Rosaceae,NA,angiosperm,W,D,1621,40,9.87,37,0.266756757,0.05607,,,0.2195,56.80851064,0.415333333,,
,,,,,,,,,,,,,,,,,,,,,,
720,ヤクシマイバラ,NA,Rosa yakualpina Nakai et Momiy.,Rosa_onoei,Rosaceae,NA,angiosperm,W,D,1628,10,9.033,45,0.200733333,0.02452,,,0.1415,27.1449131,0.314358974,,
,,,,,,,,,,,,,,,,,,,,,,
721,ウリハダカエデ,カエデ,Acer rufinerve Siebold et Zucc.,Acer_rufinerve,Sapindaceae,sp,angiosperm,W,D,1623,100,137.567,3,45.85566667,0.97085,,,0.241,70.57288449,0.312673108,69.06051291,0.286558145
,,,,,,,,,,,,,,,,,,,,,,
722,ウリハダカエデ,カエデ,Acer rufinerve Siebold et Zucc.,Acer_rufinerve,Sapindaceae,sp,angiosperm,W,D,1646,50,172.206,2,86.103,0.68565,,,0.164,39.81568586,0.241086498,50.24203244,0.306353856
,,,,,,,,,,,,,,,,,,,,,,
723,ウリハダカエデ,カエデ,Acer rufinerve Siebold et Zucc.,Acer_rufinerve,Sapindaceae,sp,angiosperm,W,D,1715,100,175.481,2,87.7405,1.26005,,,0.462,71.80549461,0.298802466,69.03504812,0.149426511
,,,,,,,,,,,,,,,,,,,,,,
724,イソノキ,クロウメモドキ,Rhamnus crenata Siebold et Zucc.,Frangula_crenata,Rhamnaceae,sp,angiosperm,W,D,1659,100,96.448,9,10.71644444,0.61059,,,0.4285,63.30768912,0.27931839,58.96372332,0.137604955
,,,,,,,,,,,,,,,,,,,,,,
725,ヒカゲツツジ,ツツジ,Rhododendron keiskei Miq.,Rhododendron_keiskei,Ericaceae,sp,angiosperm,W,E,1356,20,35.649,4,8.91225,0.19902,,,0.212,55.82765295,0.309037267,50.73859586,0.239332999
,,,,,,,,,,,,,,,,,,,,,,
726,ノリウツギ,ユキノシタ,Hydrangea paniculata Siebold,Hydrangea_paniculata,Hydrangeaceae,sp,angiosperm,W,D,1160,50,227.024,3,75.67466667,1.32362,,,0.4145,58.3030869,0.220897864,59.06558248,0.14249839
,,,,,,,,,,,,,,,,,,,,,,
727,ヤクシマキイチゴ,バラ,Rubus palmatus Thunb.  var. yakumontanus (Masam.) Hatus. ex H.Ohba,Rubus_palmatus_var_yakumontanus,Rosaceae,var,angiosperm,W,D,1160,20,61.809,3,20.603,0.26116,,,0.2655,42.25274636,0.262208835,44.37239813,0.167127677
,,,,,,,,,,,,,,,,,,,,,,
728,ツルアジサイ,ユキノシタ,Hydrangea petiolaris Siebold et Zucc.,"Hydrangea_petiolaris ",Hydrangeaceae,sp,angiosperm,W,D,1741,30,33.457,5,6.6914,0.13337,,,0.359,39.86310787,0.209372057,49.88552536,0.138956895
,,,,,,,,,,,,,,,,,,,,,,
729,タラノキ,ウコギ,Aralia elata (Miq.) Seem.,Aralia_elata,Araliaceae,sp,angiosperm,W,D,156,50,184.59,9,20.51,0.78782,,,0.209,42.67945176,0.310409771,34.33927052,0.16430273
,,,,,,,,,,,,,,,,,,,,,,
730,ヤツデ,ウコギ,Fatsia japonica (Thunb.) Decne. et Planch.,Fatsia_japonica,Araliaceae,sp,angiosperm,W,E,119,80,557.687,4,139.42175,3.86728,,,0.3025,69.34499101,0.213874571,50.3438916,0.166426088
,,,,,,,,,,,,,,,,,,,,,,
731,ホウロクイチゴ,バラ,Rubus sieboldii Blume,Rubus_sieboldii,Rosaceae,sp,angiosperm,W,E,119,15,279.271,1,279.271,2.3252,,,0.365,83.25962954,0.312821203,69.83011548,0.191315385
,,,,,,,,,,,,,,,,,,,,,,
732,ミヤマハシカンボク,ノボタン,Blastus cochinchinensis Lour.,Blastus_cochinchinensis,Melastomataceae,sp,angiosperm,W,E,116,10,136.403,4,34.10075,0.54183,,,0.289,39.72273337,0.240813333,33.14242535,0.114679672
,,,,,,,,,,,,,,,,,,,,,,
733,ミヤマハシカンボク,ノボタン,Blastus cochinchinensis Lour.,Blastus_cochinchinensis,Melastomataceae,sp,angiosperm,W,E,116,10,161.603,4,40.40075,0.71648,,,0.252,44.3358106,0.240107239,40.8455246,0.162085415
,,,,,,,,,,,,,,,,,,,,,,
734,ミヤマハシカンボク,ノボタン,Blastus cochinchinensis Lour.,Blastus_cochinchinensis,Melastomataceae,sp,angiosperm,W,E,117,10,150.418,5,30.0836,0.68813,,,0.2535,45.74784933,0.254110044,37.4714398,0.147816331
,,,,,,,,,,,,,,,,,,,,,,
736,フウトウカズラ,コショウ,Piper kadsura (Choisy) Ohwi,Piper_kadzura,Piperaceae,sp,angiosperm,W,E,120,20,109.989,4,27.49725,0.62288,,,0.3315,56.63111766,0.184338562,58.86996659,0.177586626
,,,,,,,,,,,,,,,,,,,,,,
737,ヘゴ,ヘゴ,Cyathea spinulosa Wall. ex Hook.,Cyathea_spinulosa,Cyatheaceae,sp,fern,W,E,120,20,457.214,1,457.214,2.78123,,,0.299,60.82993959,0.265714149,,
,,,,,,,,,,,,,,,,,,,,,,
738,アオバノキ,ハイノキ,Symplocos cochinchinensis (Lour.) S.Moore,Symplocos_cochinchinensis,Symplocaceae,sp,angiosperm,W,E,172,40,159.925,4,39.98125,1.56255,,,0.275,97.7051743,0.346924956,94.11786715,0.34224679
,,,,,,,,,,,,,,,,,,,,,,
739,サルトリイバラ,ユリ,Smilax china L.,Smilax_china,Smilacaceae,sp,angiosperm,W,E,994,30,22.122,8,2.76525,0.13658,,,0.355,61.7394449,0.239614035,,
,,,,,,,,,,,,,,,,,,,,,,
740,サツキ,ツツジ,Rhododendron indicum (L.) Sweet,Rhododendron_indicum,Ericaceae,sp,angiosperm,W,E,1072,50,12.515,16,0.7821875,0.07629,,,0.189,60.95884938,0.340580357,,
,,,,,,,,,,,,,,,,,,,,,,
741,ヤクシマガクウツギ,ユキノシタ,Hydrangea luteovenosa Koidz.  var. yakusimensis (Masam.) Sugim.,Hydrangea_luteovenosa_var_yakusimensis,Hydrangeaceae,var,angiosperm,W,D,1072,10,47.208,8,5.901,0.09244,,,0.187,19.58142688,0.160486111,,
,,,,,,,,,,,,,,,,,,,,,,
742,ヒカゲツツジ,ツツジ,Rhododendron keiskei Miq.,Rhododendron_keiskei,Ericaceae,sp,angiosperm,W,E,1072,10,66.068,6,11.01133333,0.37656,,,0.258,56.99582249,0.303677419,58.64541343,0.227307804
,,,,,,,,,,,,,,,,,,,,,,
744,ヤクシマキイチゴ,バラ,Rubus palmatus Thunb.  var. yakumontanus (Masam.) Hatus. ex H.Ohba,Rubus_palmatus_var_yakumontanus,Rosaceae,var,angiosperm,W,D,1072,80,108.745,4,27.18625,0.65049,,,0.3155,59.81792266,0.303400187,62.14682218,0.196978834
,,,,,,,,,,,,,,,,,,,,,,
745,サツキ,ツツジ,Rhododendron indicum (L.) Sweet,Rhododendron_indicum,Ericaceae,sp,angiosperm,W,E,1077,20,19.197,18,1.0665,0.10571,,,0.286,55.06589571,0.299631519,,
,,,,,,,,,,,,,,,,,,,,,,
746,ヤクシマガクウツギ,ユキノシタ,Hydrangea luteovenosa Koidz.  var. yakusimensis (Masam.) Sugim.,Hydrangea_luteovenosa_var_yakusimensis,Hydrangeaceae,var,angiosperm,W,D,1114,10,30.743,8,3.842875,0.06793,,,0.271,22.09608691,0.11209571,,
,,,,,,,,,,,,,,,,,,,,,,
747,イワガラミ,ユキノシタ,Schizophragma hydrangeoides Siebold et Zucc.,Schizophragma_hydrangeoides,Hydrangeaceae,sp,angiosperm,W,D,1144,30,138.194,3,46.06466667,1.07818,,,0.293,78.01930619,0.229302425,59.34569518,0.202545035
,,,,,,,,,,,,,,,,,,,,,,
